query,assignmentId,imageURL,Relevance,clusterNo
boom boom boom boom vengaboys,3ITXP059PXQK2RKL7MTYQMP93UDJST,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/52.jpg,3,10
boom boom boom boom vengaboys,3K5TEWLKGWI4Z8HJJZD3P8UGPJLVI1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/53.jpg,2,2
boom boom boom boom vengaboys,3K5TEWLKGWI4Z8HJJZD3P8UGPJLVI1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/54.jpg,2,1
boom boom boom boom vengaboys,3ITXP059PXQK2RKL7MTYQMP93UDJST,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/55.jpg,3,1
boom boom boom boom vengaboys,3IO1LGZLKA4QVCQ595T40RK35VD865,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/56.jpg,3,2
boom boom boom boom vengaboys,3ITXP059PXQK2RKL7MTYQMP93UDJST,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/57.jpg,3,1
boom boom boom boom vengaboys,3K5TEWLKGWI4Z8HJJZD3P8UGPJLVI1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/58.jpg,2,1
boom boom boom boom vengaboys,3ITXP059PXQK2RKL7MTYQMP93UDJST,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/59.jpg,3,1
boom boom boom boom vengaboys,3K5TEWLKGWI4Z8HJJZD3P8UGPJLVI1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/60.jpg,2,1
boom boom boom boom vengaboys,3K5TEWLKGWI4Z8HJJZD3P8UGPJLVI1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/61.jpg,2,1
boom boom boom boom vengaboys,3IO1LGZLKA4QVCQ595T40RK35VD865,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/62.jpg,3,2
boom boom boom boom vengaboys,3ITXP059PXQK2RKL7MTYQMP93UDJST,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/63.jpg,3,1
boom boom boom boom vengaboys,3IO1LGZLKA4QVCQ595T40RK35VD865,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/64.jpg,3,9
boom boom boom boom vengaboys,3IO1LGZLKA4QVCQ595T40RK35VD865,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/65.jpg,3,2
boom boom boom boom vengaboys,3ITXP059PXQK2RKL7MTYQMP93UDJST,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/66.jpg,3,14
boom boom boom boom vengaboys,3K5TEWLKGWI4Z8HJJZD3P8UGPJLVI1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/67.jpg,2,2
boom boom boom boom vengaboys,37ZHEEHM6XTNYFY4GY30FOCOKJH73L,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/68.jpg,2,5
boom boom boom boom vengaboys,3ITXP059PXQK2RKL7MTYQMP93UDJST,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/69.jpg,3,14
boom boom boom boom vengaboys,37ZHEEHM6XTNYFY4GY30FOCOKJH73L,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/70.jpg,2,5
boom boom boom boom vengaboys,3K5TEWLKGWI4Z8HJJZD3P8UGPJLVI1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/71.jpg,2,2
boom boom boom boom vengaboys,3IO1LGZLKA4QVCQ595T40RK35VD865,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/72.jpg,3,7
boom boom boom boom vengaboys,37ZHEEHM6XTNYFY4GY30FOCOKJH73L,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/73.jpg,2,5
boom boom boom boom vengaboys,37ZHEEHM6XTNYFY4GY30FOCOKJH73L,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/74.jpg,2,5
boom boom boom boom vengaboys,3IO1LGZLKA4QVCQ595T40RK35VD865,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/75.jpg,3,6
boom boom boom boom vengaboys,3K5TEWLKGWI4Z8HJJZD3P8UGPJLVI1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/76.jpg,2,2
boom boom boom boom vengaboys,3ITXP059PXQK2RKL7MTYQMP93UDJST,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/77.jpg,3,13
boom boom boom boom vengaboys,3ITXP059PXQK2RKL7MTYQMP93UDJST,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/78.jpg,3,13
boom boom boom boom vengaboys,3IO1LGZLKA4QVCQ595T40RK35VD865,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/79.jpg,3,3
boom boom boom boom vengaboys,3IO1LGZLKA4QVCQ595T40RK35VD865,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/80.jpg,3,3
boom boom boom boom vengaboys,3IO1LGZLKA4QVCQ595T40RK35VD865,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/81.jpg,3,3
boom boom boom boom vengaboys,3K5TEWLKGWI4Z8HJJZD3P8UGPJLVI1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/82.jpg,2,2
boom boom boom boom vengaboys,3ITXP059PXQK2RKL7MTYQMP93UDJST,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/83.jpg,3,13
boom boom boom boom vengaboys,3ITXP059PXQK2RKL7MTYQMP93UDJST,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/84.jpg,3,17
boom boom boom boom vengaboys,3ITXP059PXQK2RKL7MTYQMP93UDJST,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/85.jpg,3,17
boom boom boom boom vengaboys,3K5TEWLKGWI4Z8HJJZD3P8UGPJLVI1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/86.jpg,2,2
boom boom boom boom vengaboys,3K5TEWLKGWI4Z8HJJZD3P8UGPJLVI1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/87.jpg,2,2
boom boom boom boom vengaboys,37ZHEEHM6XTNYFY4GY30FOCOKJH73L,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/88.jpg,2,6
boom boom boom boom vengaboys,3K5TEWLKGWI4Z8HJJZD3P8UGPJLVI1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/89.jpg,2,2
boom boom boom boom vengaboys,37ZHEEHM6XTNYFY4GY30FOCOKJH73L,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/90.jpg,2,6
boom boom boom boom vengaboys,37ZHEEHM6XTNYFY4GY30FOCOKJH73L,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/91.jpg,2,7
boom boom boom boom vengaboys,3IO1LGZLKA4QVCQ595T40RK35VD865,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/92.jpg,3,3
boom boom boom boom vengaboys,3IO1LGZLKA4QVCQ595T40RK35VD865,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/93.jpg,3,3
boom boom boom boom vengaboys,3K5TEWLKGWI4Z8HJJZD3P8UGPJLVI1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/94.jpg,2,2
boom boom boom boom vengaboys,3IO1LGZLKA4QVCQ595T40RK35VD865,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/95.jpg,3,3
boom boom boom boom vengaboys,3ITXP059PXQK2RKL7MTYQMP93UDJST,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/96.jpg,3,17
boom boom boom boom vengaboys,3ITXP059PXQK2RKL7MTYQMP93UDJST,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/97.jpg,3,17
boom boom boom boom vengaboys,3IO1LGZLKA4QVCQ595T40RK35VD865,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/98.jpg,3,3
boom boom boom boom vengaboys,3ITXP059PXQK2RKL7MTYQMP93UDJST,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/99.jpg,3,17
boom boom boom boom vengaboys,3K5TEWLKGWI4Z8HJJZD3P8UGPJLVI1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/100.jpg,2,2
boom boom boom boom vengaboys,37ZHEEHM6XTNYFY4GY30FOCOKJH73L,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/101.jpg,2,7
boom boom boom boom vengaboys,3IO1LGZLKA4QVCQ595T40RK35VD865,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/102.jpg,3,3
boom boom boom boom vengaboys,37ZHEEHM6XTNYFY4GY30FOCOKJH73L,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/103.jpg,2,7
boom boom boom boom vengaboys,3K5TEWLKGWI4Z8HJJZD3P8UGPJLVI1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/104.jpg,2,2
boom boom boom boom vengaboys,3K5TEWLKGWI4Z8HJJZD3P8UGPJLVI1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/105.jpg,2,2
boom boom boom boom vengaboys,3K5TEWLKGWI4Z8HJJZD3P8UGPJLVI1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/106.jpg,2,2
boom boom boom boom vengaboys,37ZHEEHM6XTNYFY4GY30FOCOKJH73L,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/107.jpg,2,7
boom boom boom boom vengaboys,3IO1LGZLKA4QVCQ595T40RK35VD865,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/108.jpg,3,3
boom boom boom boom vengaboys,37ZHEEHM6XTNYFY4GY30FOCOKJH73L,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/109.jpg,2,7
boom boom boom boom vengaboys,3IO1LGZLKA4QVCQ595T40RK35VD865,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/110.jpg,3,3
boom boom boom boom vengaboys,37ZHEEHM6XTNYFY4GY30FOCOKJH73L,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/111.jpg,2,7
boom boom boom boom vengaboys,37ZHEEHM6XTNYFY4GY30FOCOKJH73L,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/112.jpg,2,7
boom boom boom boom vengaboys,3K5TEWLKGWI4Z8HJJZD3P8UGPJLVI1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/113.jpg,2,2
boom boom boom boom vengaboys,3K5TEWLKGWI4Z8HJJZD3P8UGPJLVI1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/114.jpg,2,2
boom boom boom boom vengaboys,37ZHEEHM6XTNYFY4GY30FOCOKJH73L,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/115.jpg,2,7
boom boom boom boom vengaboys,3K5TEWLKGWI4Z8HJJZD3P8UGPJLVI1,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/116.jpg,2,2
boom boom boom boom vengaboys,3IO1LGZLKA4QVCQ595T40RK35VD865,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/117.jpg,3,3
boom boom boom boom vengaboys,3IO1LGZLKA4QVCQ595T40RK35VD865,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/118.jpg,3,3
boom boom boom boom vengaboys,37ZHEEHM6XTNYFY4GY30FOCOKJH73L,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/boom boom boom boom vengaboys/119.jpg,2,7
679 fetty wap lyrics clean,3D4CH1LGEB0S6AYLQA84CES3I9S9GE,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/0.jpg,0,0
679 fetty wap lyrics clean,3GFK2QRXXAO529M92PZ5M19PPF65WG,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/1.jpg,2,1
679 fetty wap lyrics clean,31N2WW6R9SX0D8DAYH1C3GP5GGQ3FR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/2.jpg,2,1
679 fetty wap lyrics clean,3D4CH1LGEB0S6AYLQA84CES3I9S9GE,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/3.jpg,2,1
679 fetty wap lyrics clean,3D4CH1LGEB0S6AYLQA84CES3I9S9GE,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/4.jpg,2,1
679 fetty wap lyrics clean,3D4CH1LGEB0S6AYLQA84CES3I9S9GE,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/5.jpg,3,1
679 fetty wap lyrics clean,3D4CH1LGEB0S6AYLQA84CES3I9S9GE,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/6.jpg,3,1
679 fetty wap lyrics clean,3GFK2QRXXAO529M92PZ5M19PPF65WG,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/7.jpg,3,1
679 fetty wap lyrics clean,3GFK2QRXXAO529M92PZ5M19PPF65WG,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/8.jpg,2,1
679 fetty wap lyrics clean,31N2WW6R9SX0D8DAYH1C3GP5GGQ3FR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/9.jpg,1,1
679 fetty wap lyrics clean,31N2WW6R9SX0D8DAYH1C3GP5GGQ3FR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/10.jpg,2,1
679 fetty wap lyrics clean,3GFK2QRXXAO529M92PZ5M19PPF65WG,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/11.jpg,2,2
679 fetty wap lyrics clean,3HUTX6F6VVU5Y3UKTK6X70TR23F2OZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/12.jpg,2,2
679 fetty wap lyrics clean,3GFK2QRXXAO529M92PZ5M19PPF65WG,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/13.jpg,2,2
679 fetty wap lyrics clean,3GFK2QRXXAO529M92PZ5M19PPF65WG,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/14.jpg,2,2
679 fetty wap lyrics clean,3HUTX6F6VVU5Y3UKTK6X70TR23F2OZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/15.jpg,2,2
679 fetty wap lyrics clean,3GFK2QRXXAO529M92PZ5M19PPF65WG,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/16.jpg,2,2
679 fetty wap lyrics clean,3OHYZ19UGDCU36PO6ZZCDICPE7QOA7,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/17.jpg,1,2
679 fetty wap lyrics clean,3HUTX6F6VVU5Y3UKTK6X70TR23F2OZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/18.jpg,2,2
679 fetty wap lyrics clean,3GFK2QRXXAO529M92PZ5M19PPF65WG,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/19.jpg,2,2
679 fetty wap lyrics clean,3OHYZ19UGDCU36PO6ZZCDICPE7QOA7,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/20.jpg,2,4
679 fetty wap lyrics clean,3HUTX6F6VVU5Y3UKTK6X70TR23F2OZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/21.jpg,2,12
679 fetty wap lyrics clean,3HUTX6F6VVU5Y3UKTK6X70TR23F2OZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/22.jpg,2,3
679 fetty wap lyrics clean,3OHYZ19UGDCU36PO6ZZCDICPE7QOA7,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/23.jpg,2,4
679 fetty wap lyrics clean,3GFK2QRXXAO529M92PZ5M19PPF65WG,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/24.jpg,2,3
679 fetty wap lyrics clean,3HUTX6F6VVU5Y3UKTK6X70TR23F2OZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/25.jpg,2,3
679 fetty wap lyrics clean,31N2WW6R9SX0D8DAYH1C3GP5GGQ3FR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/26.jpg,2,9
679 fetty wap lyrics clean,3GFK2QRXXAO529M92PZ5M19PPF65WG,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/27.jpg,3,3
679 fetty wap lyrics clean,3HUTX6F6VVU5Y3UKTK6X70TR23F2OZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/28.jpg,2,12
679 fetty wap lyrics clean,3OHYZ19UGDCU36PO6ZZCDICPE7QOA7,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/29.jpg,2,4
679 fetty wap lyrics clean,31N2WW6R9SX0D8DAYH1C3GP5GGQ3FR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/30.jpg,2,2
679 fetty wap lyrics clean,3HUTX6F6VVU5Y3UKTK6X70TR23F2OZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/31.jpg,2,3
679 fetty wap lyrics clean,31N2WW6R9SX0D8DAYH1C3GP5GGQ3FR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/32.jpg,3,2
679 fetty wap lyrics clean,31N2WW6R9SX0D8DAYH1C3GP5GGQ3FR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/33.jpg,2,9
679 fetty wap lyrics clean,31N2WW6R9SX0D8DAYH1C3GP5GGQ3FR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/34.jpg,2,11
679 fetty wap lyrics clean,31N2WW6R9SX0D8DAYH1C3GP5GGQ3FR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/35.jpg,2,2
679 fetty wap lyrics clean,3OHYZ19UGDCU36PO6ZZCDICPE7QOA7,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/36.jpg,2,4
679 fetty wap lyrics clean,3HUTX6F6VVU5Y3UKTK6X70TR23F2OZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/37.jpg,2,3
679 fetty wap lyrics clean,31N2WW6R9SX0D8DAYH1C3GP5GGQ3FR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/38.jpg,2,2
679 fetty wap lyrics clean,31N2WW6R9SX0D8DAYH1C3GP5GGQ3FR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/39.jpg,2,2
679 fetty wap lyrics clean,3HUTX6F6VVU5Y3UKTK6X70TR23F2OZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/40.jpg,2,4
679 fetty wap lyrics clean,3HUTX6F6VVU5Y3UKTK6X70TR23F2OZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/41.jpg,2,4
679 fetty wap lyrics clean,3HUTX6F6VVU5Y3UKTK6X70TR23F2OZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/42.jpg,2,8
679 fetty wap lyrics clean,3HUTX6F6VVU5Y3UKTK6X70TR23F2OZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/43.jpg,2,4
679 fetty wap lyrics clean,3OHYZ19UGDCU36PO6ZZCDICPE7QOA7,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/44.jpg,2,4
679 fetty wap lyrics clean,3OHYZ19UGDCU36PO6ZZCDICPE7QOA7,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/45.jpg,2,4
679 fetty wap lyrics clean,31N2WW6R9SX0D8DAYH1C3GP5GGQ3FR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/46.jpg,2,3
679 fetty wap lyrics clean,31N2WW6R9SX0D8DAYH1C3GP5GGQ3FR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/47.jpg,2,9
679 fetty wap lyrics clean,31N2WW6R9SX0D8DAYH1C3GP5GGQ3FR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/48.jpg,2,10
679 fetty wap lyrics clean,3OHYZ19UGDCU36PO6ZZCDICPE7QOA7,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/49.jpg,2,4
679 fetty wap lyrics clean,31N2WW6R9SX0D8DAYH1C3GP5GGQ3FR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/50.jpg,2,3
679 fetty wap lyrics clean,3D4CH1LGEB0S6AYLQA84CES3I9S9GE,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/51.jpg,3,5
679 fetty wap lyrics clean,3OHYZ19UGDCU36PO6ZZCDICPE7QOA7,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/52.jpg,2,4
679 fetty wap lyrics clean,3OHYZ19UGDCU36PO6ZZCDICPE7QOA7,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/53.jpg,2,4
679 fetty wap lyrics clean,3GFK2QRXXAO529M92PZ5M19PPF65WG,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/54.jpg,3,4
679 fetty wap lyrics clean,3OHYZ19UGDCU36PO6ZZCDICPE7QOA7,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/55.jpg,2,4
679 fetty wap lyrics clean,3HUTX6F6VVU5Y3UKTK6X70TR23F2OZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/56.jpg,2,8
679 fetty wap lyrics clean,3OHYZ19UGDCU36PO6ZZCDICPE7QOA7,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/57.jpg,2,4
679 fetty wap lyrics clean,31N2WW6R9SX0D8DAYH1C3GP5GGQ3FR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/58.jpg,2,3
679 fetty wap lyrics clean,3OHYZ19UGDCU36PO6ZZCDICPE7QOA7,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/59.jpg,2,4
679 fetty wap lyrics clean,31N2WW6R9SX0D8DAYH1C3GP5GGQ3FR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/60.jpg,2,3
679 fetty wap lyrics clean,3HUTX6F6VVU5Y3UKTK6X70TR23F2OZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/61.jpg,2,5
679 fetty wap lyrics clean,3OHYZ19UGDCU36PO6ZZCDICPE7QOA7,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/62.jpg,2,4
679 fetty wap lyrics clean,31N2WW6R9SX0D8DAYH1C3GP5GGQ3FR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/63.jpg,2,4
679 fetty wap lyrics clean,31N2WW6R9SX0D8DAYH1C3GP5GGQ3FR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/64.jpg,2,4
679 fetty wap lyrics clean,3OHYZ19UGDCU36PO6ZZCDICPE7QOA7,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/65.jpg,1,2
679 fetty wap lyrics clean,31N2WW6R9SX0D8DAYH1C3GP5GGQ3FR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/66.jpg,2,4
679 fetty wap lyrics clean,3HUTX6F6VVU5Y3UKTK6X70TR23F2OZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/67.jpg,2,5
679 fetty wap lyrics clean,31N2WW6R9SX0D8DAYH1C3GP5GGQ3FR,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/68.jpg,2,10
679 fetty wap lyrics clean,3HUTX6F6VVU5Y3UKTK6X70TR23F2OZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/69.jpg,2,5
679 fetty wap lyrics clean,3OHYZ19UGDCU36PO6ZZCDICPE7QOA7,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/70.jpg,2,4
679 fetty wap lyrics clean,3HUTX6F6VVU5Y3UKTK6X70TR23F2OZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/679 fetty wap lyrics clean/71.jpg,2,8
